url_length,has_https,has_ip_address,num_dots,num_hyphens,num_underscores,num_slashes,num_questionmarks,num_equals,num_at_symbols,num_ampersands,num_digits,domain_length,path_length,subdomain_count,has_suspicious_words,domain_age_days,alexa_rank,google_index,page_rank,dns_record,web_traffic,links_in_tags,links_pointing_to_page,statistical_report,label
128,1,0,4,3,0,2,2,2,0,1,4,8,18,4,0,2908,613837,1,3,0,76408,25,388,0,1
165,1,0,4,0,0,1,1,0,0,2,15,19,0,3,1,624,451888,0,2,1,42660,8,405,0,0
25,0,0,8,2,2,4,0,2,0,0,8,7,70,3,0,942,614248,1,1,1,19358,30,208,0,1
184,1,0,7,0,0,3,1,1,0,3,2,16,73,0,0,2942,139114,0,4,1,85847,24,284,0,0
113,0,1,5,3,1,4,0,0,0,3,7,38,68,3,1,2534,629863,1,6,1,86468,32,76,0,1
101,1,0,2,1,2,4,1,4,0,2,10,49,6,3,0,1007,996009,1,4,1,48982,49,397,0,0
195,1,0,6,0,1,2,0,1,0,3,17,48,53,2,0,889,349999,1,3,1,4389,8,107,0,0
36,1,0,1,0,1,2,0,1,0,3,9,30,37,1,0,3390,163640,1,9,0,48660,8,234,0,0
190,1,0,7,1,0,1,1,2,0,3,0,14,9,3,0,384,399773,1,5,0,96095,35,256,0,1
179,0,0,9,1,1,3,2,1,0,0,14,35,23,2,1,1760,920405,1,5,1,45558,45,259,0,1
196,1,0,5,2,2,4,0,0,1,3,9,42,5,3,0,186,895249,1,2,1,89785,49,409,0,0
184,1,0,5,2,1,7,1,0,0,2,11,26,38,4,0,2969,780402,1,5,1,50346,49,102,0,0
171,1,0,7,1,0,6,2,2,0,1,18,20,6,2,1,319,551881,1,7,1,74132,10,84,1,1
174,0,0,5,3,0,7,2,0,0,0,2,13,93,1,0,3442,463319,1,4,1,54803,39,304,0,1
143,1,0,4,2,2,1,2,2,0,0,0,48,47,0,0,3611,833371,1,4,1,60588,8,325,0,0
144,0,1,1,3,2,4,2,3,0,2,2,27,90,1,1,92,994415,1,5,1,78820,35,458,0,1
162,1,1,6,1,2,7,0,2,0,1,0,21,32,0,0,3010,201544,0,3,1,74690,19,428,1,1
42,0,0,9,0,2,1,0,4,0,0,3,6,66,3,0,102,660440,1,2,1,65430,36,340,0,1
64,1,0,4,1,2,4,0,4,0,1,9,9,57,2,1,2347,917946,1,1,1,31352,44,279,0,0
195,0,0,4,1,1,2,2,0,0,0,14,20,38,1,1,1580,613007,0,7,1,95611,21,127,0,1
16,1,0,5,4,1,5,0,3,0,2,8,17,63,4,1,2188,422330,0,3,1,99810,35,111,0,0
66,0,0,6,1,0,1,1,4,0,1,13,44,3,1,0,3179,725002,1,9,1,34069,5,335,0,0
135,1,0,3,2,1,1,2,4,0,2,16,17,36,0,1,2177,739248,1,2,1,65222,25,13,0,1
21,1,0,9,0,2,5,1,4,0,1,19,4,68,3,0,136,338110,1,4,1,11026,2,8,0,0
25,1,1,1,3,2,2,2,0,0,0,19,43,30,2,0,3524,135688,1,8,1,61549,0,212,0,1
52,0,0,6,4,0,1,1,1,0,0,0,38,39,3,0,1089,345659,0,3,1,73253,14,119,0,1
126,1,0,6,2,2,2,1,1,0,3,11,9,44,4,0,1531,488008,0,3,1,87965,32,234,0,0
144,0,0,8,0,0,7,1,1,0,3,18,31,85,0,0,3607,274225,1,3,1,13940,21,275,0,0
120,0,0,5,3,1,7,0,0,0,2,4,27,40,0,0,3544,367294,1,3,1,85191,24,217,0,0
60,1,0,9,0,1,7,0,1,0,3,15,23,71,0,0,836,634045,0,6,1,12588,36,87,0,0
169,0,0,9,2,1,7,2,2,0,1,8,14,31,3,0,2207,279584,1,2,1,12976,21,288,0,1
84,0,0,2,0,0,6,0,0,0,2,13,10,79,4,0,1997,545136,1,8,1,56728,46,131,1,0
17,1,1,5,1,2,4,0,0,0,1,8,23,13,1,0,501,692738,1,1,1,32229,5,238,0,0
54,1,0,7,0,0,6,0,3,0,0,13,43,47,0,1,528,384035,1,2,1,57593,47,354,0,0
68,1,0,2,1,1,7,2,4,1,3,13,26,44,0,0,3321,980591,1,2,1,2915,48,203,1,0
141,0,0,7,2,0,4,2,3,0,0,6,38,99,0,0,2249,444537,1,9,1,47371,2,292,0,1
113,0,0,9,4,2,5,0,1,0,3,8,4,69,0,0,353,185107,0,5,1,95266,2,356,0,1
166,1,1,8,1,0,7,2,0,0,0,11,31,14,4,0,2258,67957,1,4,1,49518,40,444,0,1
166,0,0,9,0,1,3,2,0,1,3,8,15,10,2,0,820,923775,1,0,1,47074,21,109,0,1
107,1,0,4,0,2,7,2,1,0,1,13,27,89,0,1,3027,773921,0,4,1,4384,4,332,0,1
165,0,0,8,0,1,2,0,4,0,0,18,9,84,2,0,971,483204,1,9,1,22335,24,19,0,1
88,1,0,9,2,2,7,0,3,0,3,1,49,16,3,1,1124,958568,1,7,1,20965,23,497,1,1
133,1,0,2,3,2,3,1,4,0,0,9,42,26,3,0,117,588242,1,1,1,14137,39,124,0,0
181,1,0,3,0,1,3,1,1,0,1,14,38,30,1,0,1769,174267,1,1,1,80323,26,145,0,0
13,0,0,1,0,1,2,1,3,0,3,15,38,77,0,0,2935,424673,0,5,1,3027,16,493,0,1
99,1,1,1,1,1,7,2,3,0,0,14,13,32,3,0,1226,317098,1,9,1,4156,43,311,0,0
113,0,0,6,4,0,3,1,4,0,1,4,31,1,4,0,3209,302731,0,0,1,74378,42,40,0,1
146,1,0,1,0,1,1,1,4,0,0,4,19,22,4,1,3272,607690,1,9,1,56100,21,309,0,0
128,1,0,5,2,2,7,2,0,0,1,1,15,61,2,0,2591,128445,0,7,1,38675,42,258,0,0
142,0,0,6,3,0,4,2,0,0,3,9,11,53,4,0,516,713583,0,1,1,35307,1,468,0,1
65,1,0,9,3,0,6,0,4,0,2,3,32,36,0,0,1755,109525,0,2,1,46178,43,212,0,0
105,1,0,6,3,0,5,1,1,0,1,0,44,89,3,0,731,546684,1,6,1,25387,49,9,0,1
187,1,1,4,2,0,7,0,4,0,1,11,11,1,3,1,2697,498471,1,7,1,33062,0,495,0,0
84,1,0,1,3,0,2,2,0,0,0,0,23,35,3,0,2313,794301,1,9,1,74216,39,211,0,0
152,1,0,6,3,0,5,1,3,0,3,19,16,90,0,0,483,858768,0,3,1,92835,24,341,0,1
41,1,0,7,1,1,6,1,1,0,3,8,29,12,1,0,2349,235244,1,4,1,43911,26,105,0,0
37,1,0,5,3,2,4,1,0,0,0,8,37,3,2,0,3130,347769,1,1,1,91134,1,457,1,0
31,1,0,6,1,1,5,0,1,0,0,15,29,87,4,1,2814,391539,1,9,1,60298,22,458,0,0
26,0,0,8,1,2,2,1,1,0,3,0,42,87,2,0,263,871591,1,4,1,35485,40,224,1,1
68,1,0,1,1,0,5,0,3,0,0,18,27,10,2,0,3142,294985,1,8,1,83733,27,176,0,0
99,1,0,8,2,1,3,0,0,0,2,0,14,39,3,1,2288,290842,1,6,1,32225,42,220,0,0
115,1,1,2,0,1,3,2,4,0,0,4,10,16,4,0,2890,229642,0,4,1,87326,38,232,0,0
194,1,0,2,4,1,4,1,1,0,2,18,31,38,2,0,1823,579513,1,8,1,76170,6,271,0,1
35,1,0,8,3,2,7,0,1,0,0,8,7,86,3,0,3059,97649,1,6,1,63792,46,197,0,0
34,1,0,2,4,0,3,1,3,0,1,18,40,38,0,1,1372,90687,0,4,1,4455,46,296,0,1
147,1,0,8,0,0,5,1,0,0,3,13,21,99,3,1,3242,997353,0,2,1,87350,6,346,0,1
54,0,0,5,1,0,1,2,1,0,1,17,37,99,3,0,313,336581,0,4,1,92550,36,446,0,0
92,1,0,9,1,2,5,0,1,0,1,3,48,68,0,1,1990,576883,1,3,1,81481,42,281,0,1
20,0,0,9,1,1,1,0,2,0,0,3,48,29,4,1,550,941639,1,2,1,29924,35,383,0,1
190,0,1,8,1,2,5,2,2,0,3,15,47,70,4,0,3066,992910,1,3,0,57549,45,99,0,1
113,1,0,9,3,0,1,0,1,0,2,12,41,61,4,0,383,687952,0,7,1,40444,34,351,0,0
77,1,0,7,0,2,7,0,3,1,1,2,43,63,1,0,2478,911424,0,4,1,20417,25,85,0,1
104,1,0,8,0,2,1,0,4,0,3,17,49,45,2,0,882,761727,1,1,1,44348,43,94,0,0
165,1,0,6,0,2,2,2,2,0,1,3,49,54,3,0,2290,302282,1,8,0,84579,21,439,0,0
74,1,0,9,4,0,2,0,2,0,2,4,27,60,1,0,418,940270,0,9,1,36733,19,171,0,0
58,1,0,2,1,1,6,1,0,1,2,18,20,1,2,0,217,940315,0,2,1,59109,26,11,0,0
184,1,0,3,2,0,5,2,4,0,2,13,25,63,3,1,3288,217001,0,4,1,32832,22,11,0,1
61,0,0,2,0,2,3,2,2,0,1,17,42,29,4,1,2225,687944,1,3,1,60002,40,16,0,1
111,0,0,6,4,1,2,2,4,0,3,15,32,41,0,0,3596,776435,1,5,1,22243,41,247,0,1
191,1,0,3,3,1,1,0,4,0,2,4,3,92,1,0,3368,527505,1,5,1,596,36,162,0,0
197,1,0,1,1,0,5,2,0,0,0,7,28,45,0,0,1100,400379,0,6,1,99613,48,344,0,0
66,1,0,4,4,0,3,0,1,0,3,18,22,78,4,0,1192,359435,0,3,1,90142,22,58,0,0
56,1,0,5,2,1,5,1,1,0,0,17,43,10,2,0,776,753100,1,1,1,8720,2,183,0,0
168,1,0,4,2,2,1,2,2,1,0,4,43,70,0,0,2598,80611,0,0,1,79385,3,353,0,0
183,0,0,6,3,0,2,2,0,0,3,13,23,18,0,1,3165,939501,1,4,1,49886,16,361,0,1
35,0,0,3,0,1,2,2,2,0,3,9,47,93,2,1,1136,159701,1,2,1,47715,41,139,0,1
123,1,1,6,0,1,4,1,2,0,0,4,22,56,1,0,2746,111580,1,6,1,88687,31,417,0,0
14,1,0,1,4,2,4,0,1,0,0,12,5,63,1,0,755,183458,0,8,1,7476,19,102,1,0
93,0,0,6,4,1,6,2,0,0,0,11,19,37,3,1,1686,155229,1,7,1,23084,16,358,0,1
61,1,0,8,0,0,6,1,4,0,3,17,29,6,3,0,536,388619,0,9,1,18659,37,251,0,0
114,1,0,8,0,1,6,0,1,0,0,10,20,35,4,0,2202,324221,1,5,1,54509,44,246,0,0
63,1,0,1,4,2,5,2,2,0,1,0,41,13,2,1,2757,436928,1,2,1,13224,36,208,1,0
170,0,0,7,1,2,5,0,2,0,0,1,12,87,2,0,519,287611,1,9,1,91095,5,290,0,1
187,1,0,4,2,2,3,2,3,0,2,1,22,68,3,1,2598,221560,1,1,1,71548,43,202,0,0
175,0,0,6,2,0,6,1,0,0,1,12,25,74,1,0,672,747830,1,8,1,72179,8,23,0,1
164,1,0,6,3,0,2,0,4,0,3,8,10,38,1,0,747,724670,1,2,0,69076,38,88,0,1
24,1,0,5,2,0,6,1,4,0,3,15,41,26,3,1,183,921297,1,9,1,30662,33,223,0,0
70,1,1,9,4,1,2,2,2,0,1,15,39,25,2,0,1558,681423,1,2,1,49167,30,14,0,1
131,1,0,8,1,2,6,1,3,0,0,8,3,79,0,1,3362,426863,1,9,1,62914,24,427,0,1
30,0,0,6,4,2,4,0,3,0,0,6,9,72,0,1,2115,635800,1,1,1,47608,44,270,0,1
55,0,0,4,0,2,1,0,0,0,3,7,6,71,4,0,1676,755354,0,6,1,41145,15,157,0,1
143,1,0,4,0,0,1,2,2,0,1,9,30,30,1,1,1168,694771,1,5,1,11836,4,254,0,0
47,0,0,9,2,2,6,0,2,0,0,12,21,13,2,0,2599,48012,0,4,1,7422,47,61,1,0
71,0,0,4,1,1,4,2,2,0,2,10,8,59,1,0,1653,910837,1,4,1,81299,23,23,1,0
95,1,0,7,3,1,5,1,0,0,1,13,28,7,0,1,1867,95079,1,6,1,60952,49,237,0,0
199,1,0,6,4,0,6,1,4,0,3,4,42,37,2,0,3316,875747,1,7,1,87189,2,468,0,1
87,1,0,2,3,0,7,1,1,0,0,17,39,42,3,1,2957,399892,1,8,1,11905,23,63,0,0
55,0,1,5,3,0,6,2,3,0,0,15,21,92,0,0,3365,23046,1,1,1,58029,48,178,1,1
150,1,0,3,3,2,7,1,4,0,0,5,19,31,0,0,607,453508,1,5,1,95412,27,358,0,0
12,1,0,9,3,2,7,2,1,0,3,11,31,83,2,1,64,463059,1,5,1,15122,17,60,0,1
15,1,0,1,4,2,2,1,4,0,3,12,23,44,1,0,1774,404872,0,3,1,6520,19,10,1,0
102,0,0,4,0,1,2,1,4,0,1,1,7,85,0,1,3234,226502,1,9,1,18909,9,15,0,1
17,1,0,4,4,1,6,0,4,0,2,16,19,85,4,0,992,96513,1,2,1,6399,10,54,0,0
181,1,1,9,0,2,2,1,4,0,2,19,40,58,0,0,2100,147472,1,2,1,89211,18,199,0,1
117,1,0,1,0,1,1,1,2,0,3,19,43,0,1,0,3190,768424,1,0,1,72265,45,311,0,1
170,1,0,2,4,1,5,2,4,0,1,3,42,32,3,0,1929,915935,1,3,1,43394,27,124,1,0
84,0,1,1,4,0,7,0,1,0,1,0,9,30,0,0,3277,164505,1,3,1,6751,6,261,0,1
86,0,1,1,4,2,6,2,1,0,3,17,29,78,2,0,1609,174920,1,2,1,55104,1,219,0,1
59,1,0,1,0,1,1,1,3,0,3,11,33,5,1,0,3584,535589,1,3,1,4814,43,28,0,0
20,1,0,3,4,1,5,1,0,0,0,5,36,32,0,0,583,594193,0,2,1,61708,34,86,0,0
104,1,0,4,1,2,4,0,1,0,2,10,28,69,3,0,682,384708,0,0,1,50844,5,223,0,1
165,1,1,2,2,2,5,1,1,0,0,8,8,74,2,1,613,732453,0,2,1,71712,19,225,1,1
79,1,0,1,2,0,7,2,1,0,3,7,33,46,4,1,1041,426470,1,4,1,96177,22,214,0,0
178,1,0,5,1,0,1,2,1,0,1,16,14,85,0,0,2756,508051,1,0,1,17753,14,161,1,0
25,0,0,6,2,2,2,0,0,0,2,4,17,17,0,0,1146,74971,1,4,1,65180,48,111,0,0
77,1,0,2,0,1,1,1,0,0,1,3,3,73,1,0,3133,675739,1,5,1,77413,9,337,0,0
108,0,1,3,4,0,4,0,4,1,3,4,28,62,3,0,762,734589,1,9,0,54115,4,354,0,1
57,0,0,3,4,2,2,1,1,0,2,14,39,91,1,0,2062,217393,1,5,1,31934,28,489,0,0
193,1,1,2,4,0,1,1,1,0,3,5,8,41,4,0,1476,546200,0,8,1,35690,41,71,1,1
73,1,0,4,1,1,2,1,3,0,1,4,26,89,4,1,2107,454233,1,4,1,30855,47,336,0,0
196,1,1,5,1,1,7,2,3,0,3,12,49,81,0,0,1493,749395,0,8,1,86737,36,239,1,1
99,1,0,8,0,2,4,0,3,0,0,18,38,7,4,0,218,683926,1,6,1,68300,42,36,0,0
199,1,0,6,1,0,5,2,3,0,2,2,46,5,2,0,417,140109,1,7,1,37798,38,60,0,1
85,0,1,9,4,1,5,2,4,0,3,7,21,89,0,0,3288,428320,1,8,1,34511,0,337,1,1
148,1,0,3,0,1,7,2,2,0,2,13,20,46,2,1,956,193458,1,6,1,86593,4,494,0,0
110,1,0,9,0,0,7,0,3,0,2,14,40,30,4,0,58,934055,0,3,1,87509,22,260,0,1
98,1,0,4,4,2,3,2,3,0,1,7,18,96,1,0,3457,935683,0,6,1,54100,37,363,0,0
27,0,0,8,3,0,2,2,0,0,0,7,19,92,0,1,767,310904,0,1,1,60073,21,339,0,1
28,0,1,7,4,0,6,1,1,0,0,12,13,82,1,0,1686,947128,1,3,1,17264,17,129,0,1
64,1,0,7,0,0,4,1,4,0,3,4,6,26,0,0,3220,319852,0,4,1,22784,49,414,1,0
111,1,0,9,3,0,1,2,1,0,2,12,18,58,1,0,2564,556110,0,4,1,59934,34,452,0,0
127,1,0,2,4,0,6,0,2,0,0,11,11,81,3,1,379,502957,0,0,1,27265,0,374,1,1
163,1,0,5,4,1,1,2,4,0,3,10,25,3,0,0,2266,703082,0,6,1,18116,37,159,0,1
143,1,0,3,3,2,3,0,2,0,3,14,12,86,0,1,1425,431826,0,1,1,35704,18,271,0,1
13,1,0,7,3,2,1,1,1,0,1,14,28,7,2,1,2081,558038,1,7,1,68107,29,31,0,0
117,1,0,3,2,1,7,0,0,0,2,10,47,23,3,1,3171,778159,1,0,1,75958,7,345,0,0
124,1,1,5,3,2,4,2,3,0,1,8,38,4,1,1,621,663813,1,6,1,85927,49,354,1,1
38,0,0,5,1,2,4,1,1,0,3,16,48,47,3,0,485,593892,1,2,1,20,5,356,0,1
68,1,0,2,3,0,7,0,4,0,1,19,41,74,1,0,2586,667957,0,4,1,93160,1,168,0,0
134,1,0,1,0,2,5,2,3,0,0,2,5,13,0,0,2428,270222,1,1,1,28003,31,55,0,0
107,1,0,6,3,0,2,2,4,0,2,0,22,10,2,0,2866,336208,1,3,1,82492,19,262,0,1
26,0,0,1,4,2,2,0,2,0,1,13,19,76,1,0,923,887438,1,9,0,77338,42,264,0,1
116,1,0,9,1,1,1,0,4,0,2,6,48,21,0,0,2126,725786,1,2,1,66960,20,116,0,1
52,1,0,5,3,2,2,0,0,0,2,18,49,13,4,0,2046,382791,1,6,1,17895,7,28,0,0
89,1,1,1,1,1,7,2,2,0,1,18,30,19,4,0,594,162157,0,3,1,78127,23,264,0,0
171,0,0,8,2,0,3,1,1,0,3,0,3,0,4,0,2704,674014,1,5,1,42691,18,427,0,1
17,1,0,1,1,0,2,1,3,0,3,7,38,20,0,0,3040,546943,1,8,0,67202,49,16,1,0
150,1,1,4,4,0,6,2,3,0,3,19,27,50,0,0,384,313766,1,7,0,45811,12,454,0,1
115,1,0,7,2,0,7,0,0,0,0,16,35,88,1,0,2074,306682,1,8,1,15873,24,102,0,0
17,0,1,4,3,1,1,2,4,0,3,6,23,91,2,0,2106,420023,1,8,1,59729,45,475,0,1
105,1,0,5,1,2,2,2,1,0,0,2,32,95,1,1,2505,572176,1,5,1,15962,1,363,1,1
103,0,0,7,2,0,6,2,4,0,2,15,15,55,3,1,806,917871,1,3,1,8460,17,353,1,1
74,0,0,4,3,0,4,2,4,0,0,4,41,99,0,0,1845,733718,1,4,1,48525,14,491,0,0
180,1,0,5,3,0,4,1,0,0,2,8,25,35,0,0,2761,588036,1,2,1,57689,14,425,0,0
48,1,0,7,1,1,5,0,2,0,2,2,8,1,2,0,2911,175459,0,6,0,31610,26,159,0,1
90,1,0,1,1,1,7,2,2,0,1,11,21,39,1,0,2997,903980,0,7,1,37900,29,200,0,0
196,1,0,3,2,1,5,2,0,0,2,17,12,28,1,0,2887,508857,1,8,1,64222,21,434,1,0
93,1,0,1,1,2,5,0,0,0,1,11,18,47,0,1,1608,676790,1,6,1,80529,40,260,0,1
97,1,0,3,3,2,5,0,0,0,0,7,15,15,4,0,2851,98422,1,4,1,65456,25,437,0,0
95,0,0,2,4,0,2,2,4,0,3,1,24,90,1,0,3601,600753,1,2,1,16897,10,42,0,1
102,1,1,5,2,1,7,2,4,0,1,5,4,72,3,0,3332,341083,1,3,1,37124,30,264,1,0
95,1,0,5,4,2,7,0,1,0,3,14,44,4,4,0,469,206736,1,0,1,20507,39,475,0,0
53,1,1,9,4,2,6,0,0,0,3,1,28,56,4,1,77,834917,1,3,1,92844,26,485,1,1
146,1,0,8,3,1,1,1,4,0,0,10,7,12,1,0,2463,495586,1,6,1,17982,30,168,0,0
174,1,0,3,4,2,2,2,2,1,3,0,32,88,4,0,3147,819356,1,9,1,87416,3,397,0,0
83,1,0,1,0,1,1,0,0,0,1,12,39,4,3,1,2941,841307,1,2,1,87128,13,162,0,0
45,0,0,5,2,1,1,0,2,0,3,10,24,8,1,0,2244,326688,1,9,1,41644,1,453,0,0
110,0,1,3,3,1,1,1,3,0,0,14,20,48,2,0,3443,327960,1,5,0,4337,12,106,0,1
165,1,0,5,1,0,1,1,1,0,2,11,31,18,1,1,2523,20879,1,8,1,43772,20,273,0,0
179,1,0,9,3,2,4,0,3,0,1,17,21,4,0,1,2459,947010,1,7,0,35839,9,494,0,1
180,0,0,1,1,0,6,2,1,0,0,11,6,95,2,0,1756,944956,1,9,1,34538,19,285,1,0
179,0,0,1,3,1,1,2,0,0,1,16,10,7,1,1,377,793117,1,8,0,51295,1,144,0,1
113,1,0,9,0,2,2,2,1,0,2,19,29,18,4,0,2289,101759,1,3,1,88215,1,384,0,0
75,1,0,3,2,2,1,1,4,0,3,18,31,2,0,0,225,643372,1,2,1,35348,49,301,0,0
64,0,0,5,4,0,4,0,2,0,0,5,46,22,0,0,1936,634267,1,6,1,38862,3,473,0,0
185,0,0,9,3,0,2,0,4,0,2,3,35,42,2,0,821,972964,1,5,1,52043,41,374,1,1
100,1,0,5,2,2,7,1,0,0,1,15,9,9,3,1,653,391349,1,9,1,92191,7,302,0,0
31,1,0,3,2,0,6,2,3,0,3,13,37,83,0,0,1703,337984,1,4,1,31762,10,153,1,0
110,0,0,9,2,0,3,0,2,0,2,1,6,20,1,0,2255,765165,1,3,1,62731,15,10,1,0
164,0,0,7,2,1,2,2,0,0,3,9,28,18,4,0,2445,723086,1,9,1,80157,40,438,0,1
130,1,1,7,2,2,7,0,4,0,0,10,15,77,2,1,2923,906456,1,7,1,85537,6,90,0,1
102,1,0,8,4,1,4,1,4,0,2,9,13,65,3,1,3201,521154,1,0,1,97042,24,13,0,1
117,1,0,5,4,1,6,1,1,0,2,15,41,95,4,1,3078,487123,0,1,1,39304,46,448,0,1
150,1,0,2,3,2,4,2,1,0,3,11,36,25,3,1,1874,44236,0,1,1,39485,26,223,0,1
182,0,0,9,1,2,5,1,3,0,3,7,27,36,2,0,3221,977582,1,8,1,92293,41,459,0,1
19,1,0,3,3,1,3,0,1,0,3,1,23,39,2,0,401,103938,1,9,1,92022,39,294,0,0
18,1,0,2,2,2,1,1,1,0,0,10,38,91,3,0,2549,747710,1,0,1,46862,26,494,0,0
191,0,0,5,1,1,7,2,1,0,0,5,43,23,0,0,2780,274941,1,1,1,93222,46,104,0,0
164,1,0,8,3,1,4,1,3,0,3,4,43,17,2,0,2391,886837,1,7,1,46659,26,356,1,1
43,1,0,3,1,0,5,0,0,0,2,2,4,16,3,1,2439,872990,1,2,1,32544,1,162,0,0
138,0,0,6,4,1,5,1,2,0,1,11,27,42,0,1,3554,644528,0,2,1,40692,21,413,0,1
169,0,1,9,2,2,6,0,0,1,2,11,34,36,0,0,866,310024,0,0,1,4277,37,140,0,1
98,0,1,2,1,1,1,2,0,0,2,1,3,18,2,0,3498,139418,0,1,1,14727,34,351,0,1
102,0,0,8,0,1,7,0,0,0,0,9,35,76,1,1,1251,870319,1,0,1,12957,14,78,0,1
80,1,0,7,2,2,7,1,4,0,0,8,8,19,3,0,2174,18718,0,1,1,79763,19,357,0,1
76,1,0,3,4,2,7,1,2,0,0,7,15,80,4,0,805,878399,1,0,1,64356,45,284,0,0
157,1,0,1,4,0,6,2,2,0,0,14,19,26,1,0,1609,368497,0,5,1,44536,49,289,0,1
126,0,0,6,3,2,2,1,4,0,2,8,18,3,0,0,950,574307,1,6,1,44231,8,221,0,1
103,1,0,2,0,1,3,2,4,0,0,5,40,30,4,0,1713,553152,1,2,1,48559,8,107,0,0
172,1,0,3,1,2,1,2,1,0,3,11,24,59,1,1,1712,597469,1,7,1,90968,41,386,0,1
108,1,1,5,3,2,6,0,4,0,0,11,45,89,0,0,233,391922,0,2,1,33513,22,309,1,1
122,0,1,8,4,0,1,1,3,0,3,13,43,36,4,0,2851,247981,0,6,1,48418,25,345,0,1
112,0,0,2,1,1,2,0,4,0,3,17,9,64,4,0,3101,529577,1,4,1,67419,13,349,0,1
100,1,1,6,4,0,2,2,1,0,3,16,4,11,0,0,2766,615493,0,7,0,30926,27,344,0,1
99,1,0,1,4,0,4,2,4,0,1,7,3,41,2,0,399,68283,1,5,1,22208,27,195,0,1
26,1,0,7,0,1,2,2,3,0,1,4,21,79,0,0,613,315296,1,4,1,93610,30,90,0,0
27,1,0,4,2,2,2,0,4,0,1,8,18,97,3,0,86,746010,1,8,1,88991,5,197,1,1
182,1,0,1,1,1,3,0,0,0,1,6,36,87,0,0,1870,310779,1,1,1,84,36,465,0,0
125,1,0,9,0,0,6,2,2,0,2,19,31,40,3,0,2757,950756,1,0,1,13841,19,155,1,0
102,1,1,9,4,0,6,1,3,0,1,4,10,23,4,0,1990,96324,1,6,1,77917,21,394,0,1
190,1,0,3,4,1,7,1,3,0,1,18,28,36,0,0,718,754115,1,1,1,35729,22,15,0,0
100,1,0,6,0,0,7,1,3,0,1,9,13,42,1,1,3351,951374,1,4,1,37319,27,242,0,0
91,0,0,7,1,2,3,2,0,1,3,3,12,67,0,1,1986,700877,1,0,0,26779,45,419,0,1
77,1,0,4,4,2,3,2,0,0,2,2,6,7,2,0,2356,526641,1,0,0,26840,13,158,0,0
123,0,0,6,1,1,1,1,2,0,3,3,36,79,0,0,431,80163,1,0,1,85750,47,342,0,1
10,0,0,9,0,1,7,0,1,0,3,19,25,8,0,0,1406,671169,1,0,1,80385,11,79,0,0
67,1,0,6,4,2,3,1,2,0,3,13,4,87,4,0,3348,746985,1,1,1,14334,28,170,0,0
163,1,0,7,3,1,3,0,3,0,2,7,35,38,2,1,3464,544434,1,1,1,94759,47,176,0,1
118,0,0,6,3,2,5,1,3,0,2,4,34,0,0,1,2103,672238,1,7,1,7414,39,348,0,1
157,1,0,7,4,2,3,2,3,1,1,4,22,2,1,1,3624,235120,0,0,1,21286,36,357,0,1
125,1,0,1,2,2,1,1,2,0,3,10,15,8,4,0,1007,95762,1,8,1,95599,19,9,0,0
96,1,0,6,4,2,6,0,1,0,3,5,5,47,3,1,395,754528,1,4,1,12511,14,133,0,0
19,1,0,9,4,1,5,0,1,0,2,4,31,52,2,0,791,175175,1,7,1,46629,7,498,0,0
68,1,1,3,4,2,7,1,2,0,2,0,20,46,2,1,811,534064,0,3,1,93611,35,38,0,1
50,1,0,6,0,2,1,2,3,0,3,13,8,99,4,0,1256,126138,1,4,1,74800,4,213,0,0
114,1,1,4,4,0,1,2,2,0,1,16,16,46,3,0,531,255168,1,1,1,1383,22,53,0,1
142,1,1,7,4,0,5,0,2,0,2,1,6,62,4,0,930,290878,1,4,1,54506,17,194,0,1
131,0,1,7,0,0,5,2,4,0,2,2,28,10,2,0,3234,618697,1,4,1,72542,43,430,0,1
154,1,0,9,4,0,5,1,4,1,2,5,14,48,4,0,1249,407820,1,0,1,11599,36,97,0,0
31,0,0,4,3,1,5,0,0,0,3,17,40,40,4,0,2651,52822,1,0,1,68352,31,335,1,0
107,1,0,8,3,0,1,0,0,0,3,11,30,54,4,1,816,70209,0,5,1,96972,22,470,1,1
178,0,0,8,4,0,5,1,2,0,3,5,43,2,2,1,132,158637,0,3,1,48293,27,495,1,1
77,1,1,8,0,0,2,1,4,0,1,1,8,97,0,0,3119,130691,1,8,1,82942,15,231,0,0
148,1,0,8,4,1,6,1,3,0,3,17,40,98,3,0,1966,863488,1,7,0,9698,12,148,0,1
65,0,1,6,4,2,7,2,0,0,3,12,46,79,2,0,849,89132,1,1,0,24194,8,224,0,1
188,1,0,8,1,0,3,2,3,0,3,15,6,13,0,0,1224,603154,1,3,0,74693,11,104,1,0
158,0,0,6,2,2,7,2,3,0,2,12,10,99,3,1,2117,675512,1,0,1,66459,1,223,0,1
108,1,0,2,0,0,7,1,0,0,0,16,46,66,4,0,3438,538748,0,9,1,35733,31,356,0,1
85,1,0,3,2,1,7,2,2,0,2,3,33,5,0,0,256,156102,1,6,1,13192,27,244,0,0
35,1,0,6,1,1,3,2,4,0,1,5,34,15,1,0,638,637880,1,7,1,25338,38,240,0,0
124,1,0,7,2,1,6,1,0,0,0,13,6,51,3,1,989,233534,1,7,1,56820,34,269,0,1
156,0,0,4,4,2,2,1,1,0,0,18,30,31,0,1,277,826376,0,4,1,32722,0,414,0,1
118,1,0,1,3,1,6,1,1,0,1,12,9,33,3,0,3168,451672,0,1,1,68995,42,308,1,1
